Condition 1,Condition 2,Condition 3
11.08224,2.783933,12.380031
11.084223,2.4213699999999996,5.6934059999999995
4.598753,3.444971,10.846269
6.029118,9.331937,5.100356
8.015776,7.5697779999999995,5.143056
5.308458,9.8117,10.554972
8.649004,2.483916,11.119943
9.667201,5.731118,6.088844
6.038036,3.5065489999999997,4.618340999999999
11.635938,9.772734999999999,5.757804
10.655329,5.77572,5.084253
4.3943259999999995,3.8634060000000003,10.29471
5.33642,4.548216,4.924186000000001
12.873439,3.514716,12.573201
10.671681,10.089507,10.663811
8.261891,2.4662179999999996,5.5134170000000005
8.392939,9.139756,14.874626999999998
10.182015,12.183031999999999,15.155695
11.381911,3.097377,5.670679
4.9524349999999995,2.4675979999999997,5.795781999999999
9.805954,7.962458999999999,11.064456
13.589114,8.219985,11.974255999999999
14.229204000000001,9.371212,11.606269
11.542187,2.5882880000000004,5.819667000000001
4.289391999999999,3.0044959999999996,6.4253409999999995
9.036702,3.1102869999999996,4.921146
13.410801999999999,9.304211,13.197145999999998
11.311742,7.730269999999999,15.131120999999998
4.755343999999999,6.063451000000001,13.882938999999999
12.870868,3.418685,6.635652
6.386956,10.69691,11.073137
9.534213,0.2554280000000002,14.961879000000001
11.70869,8.515538,10.632925
4.130915,3.181286,9.049953
4.369808000000001,9.10337,11.660477
9.626529,5.987971,5.274034
13.930811,10.96715,16.168017
6.975956,12.049974,13.774372999999999
6.365957999999999,10.132261,5.793297000000001
6.809796,7.40396,4.909197000000001
6.631734999999999,0.5285839999999995,14.750107999999999
9.140217999999999,12.057239000000001,13.481928000000002
12.837528,7.321521000000001,5.211948
12.740671999999998,2.2620259999999996,11.855785
13.085541000000001,7.6897649999999995,14.573573999999999
12.201958,7.970985000000001,15.374713000000002
11.244744,2.669853,14.71449
6.461105999999999,11.175179,12.942822000000001
7.783277999999999,2.720592,15.182863
5.6309640000000005,11.345755,13.800869
5.935923000000001,9.991338,10.524771
6.370391,12.093683,13.314867999999999
5.694971000000001,8.895676,15.169455999999998
7.000717,2.314139,12.251021
8.711378999999999,3.0149369999999998,5.050772
8.140554999999999,11.511478,15.863762
4.834225,12.517242000000001,14.863470999999999
6.776399,10.846904,15.064594999999999
11.904977,11.343169,12.653567
9.239482,8.051186,12.992247
14.01131,10.927565,9.914454
12.610978999999999,11.990039000000001,12.814257
13.810087999999999,6.827484,11.187817
5.947758,6.754485000000001,8.638485
6.3840710000000005,7.843033,14.728477
8.694223,5.935988,14.780330000000001
12.300925999999999,2.080992,14.571484
13.804986000000001,12.165989000000001,4.7615169999999996
12.894985,2.0788580000000003,15.536848999999998
4.907992999999999,1.8224939999999998,12.953964000000001
12.613729000000001,2.4298710000000003,15.057082
3.6801829999999995,2.214856,6.884164
5.844234,2.480492,13.987487
5.7944700000000005,2.211493,10.743989
12.328777,2.575995,9.741558
11.788391,2.5306249999999997,12.65199
12.822857,8.295491,13.582123999999999
11.08196,2.0843439999999998,12.728765999999998
7.432713,11.355933,12.958454000000001
5.7341999999999995,8.385829,12.842842
12.710427999999999,4.421154,15.343687000000001
12.985121000000001,11.713955,11.54559
10.144119,12.389261,14.729657999999999
2.59344,9.419141,14.054613000000002
10.0725,9.25829,12.512296000000001
9.761528,11.720574,11.748868
2.969016,11.371901,14.638499999999999
11.759451,3.578156,12.716883999999999
4.4341919999999995,8.170225,15.913984000000001
9.400614,6.887535,6.0788720000000005
14.1853,3.5985139999999998,14.413016999999998
12.530702,7.632293000000001,13.867666999999999
6.8741,8.957455,14.460037999999999
12.806654,0.4305089999999998,12.217032999999999
4.939551999999999,1.8890120000000001,4.253563
3.650042,1.8083549999999997,16.200296
4.335046,0.5216019999999997,14.514417
10.31708,6.353733,4.507192
6.695036999999999,2.096102,4.000133
12.158057000000001,6.5678730000000005,4.751607
,4.970083000000001,11.744145
,2.046056,4.9785900000000005
,1.7865539999999998,5.189057999999999
,0.5205320000000002,5.481553
,1.9095259999999996,13.881079999999999
,2.2660279999999995,4.651539
,4.344029000000001,5.361535
,12.152672999999998,
